geographic_area,city,median_income,percent_completed_hs,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic,count
OH,Cincinnati,33604.0,85.8,30.5,49.3,44.8,0.3,1.8,2.8,5
OH,Circleville,39610.0,83.5,20.2,95.4,1.9,0.2,0.4,1.1,1
OH,Cleveland,26150.0,77.4,36.2,37.3,53.3,0.3,1.8,10.0,4
OH,Columbus,45659.0,88.5,21.7,61.5,28.0,0.3,4.1,5.6,17
OH,Dayton,27683.0,82.1,35.5,51.7,42.9,0.3,0.9,3.0,3
OH,Englewood,55486.0,93.4,10.2,82.3,12.9,0.2,1.6,1.1,1
OH,Euclid,35487.0,88.7,20.9,43.8,52.6,0.2,0.7,1.6,1
OH,Fairborn,41618.0,86.3,23.1,84.8,7.7,0.3,3.1,2.4,1
OH,Findlay,45134.0,90.6,19.2,91.2,2.2,0.3,2.5,5.7,1
OH,Green,62605.0,93.4,8.3,95.0,1.8,0.2,1.5,1.2,1
OH,Hamilton,40427.0,85.2,22.1,84.0,8.5,0.2,0.6,6.4,2
OH,Hudson,124529.0,98.2,3.8,92.7,1.3,0.1,4.3,1.7,1
OH,Kent,35619.0,93.0,35.1,83.1,9.6,0.2,3.7,2.2,2
OH,Mansfield,32148.0,82.6,26.2,73.3,22.1,0.2,0.7,1.9,1
OH,Medina,55370.0,94.1,12.5,93.3,3.1,0.1,0.9,1.8,1
OH,Montpelier,38860.0,83.2,19.5,96.2,0.1,0.5,1.4,3.4,1
OH,North Royalton,64745.0,94.0,5.8,94.6,1.1,0.1,2.7,1.6,1
OH,Northwood,53690.0,92.2,10.0,94.3,0.7,0.6,1.1,5.8,1
OH,Oak Hill,29963.0,87.4,34.2,97.5,0.5,0.2,0.3,0.3,1
OH,Parma,50440.0,89.8,11.2,93.0,2.3,0.2,1.9,3.6,1
OH,Richmond Heights,48272.0,91.8,10.6,48.5,44.9,0.1,4.3,1.8,1
OH,Rome,,79.3,28.2,95.7,0.0,2.1,0.0,1.1,1
OH,Springfield,32066.0,82.4,29.0,75.2,18.1,0.3,0.8,3.0,1
OH,Tiffin,37798.0,88.9,19.9,93.9,2.6,0.2,1.0,3.1,1
OH,Toledo,33687.0,85.2,27.8,64.8,27.2,0.4,1.1,7.4,1
OH,Twinsburg,71194.0,94.4,4.6,78.5,13.4,0.1,5.7,1.2,1
OH,Uniontown,60304.0,92.5,7.6,97.4,0.7,0.2,0.3,0.8,1
OH,Vandalia,53732.0,91.6,9.7,91.5,4.1,0.1,1.4,1.6,1
OH,Westerville,82121.0,96.8,6.7,88.6,6.4,0.2,2.3,1.9,1
OH,Westlake,76449.0,96.0,4.6,91.2,1.6,0.1,4.9,2.5,1
OH,Willoughby,51708.0,92.8,7.9,93.6,3.1,0.1,1.5,1.3,1
OH,Zanesville,26268.0,80.3,31.4,84.4,9.7,0.4,0.4,1.2,1
OK,Anadarko,30567.0,82.7,35.9,33.1,4.7,48.6,0.7,11.9,1
OK,Ardmore,42549.0,84.1,17.1,68.0,10.2,9.1,1.8,7.4,1
OK,Bartlesville,50280.0,91.0,15.7,79.0,3.1,8.7,1.4,5.9,1
OK,Bethany,42644.0,86.9,17.1,77.6,5.6,3.0,1.3,13.4,1
OK,Broken Bow,27201.0,81.7,33.9,61.8,8.3,18.5,0.6,7.7,1
OK,Burns Flat,51042.0,87.0,15.2,82.5,2.3,3.5,0.4,11.8,1
OK,Byars,25781.0,70.3,25.3,75.3,0.0,17.6,0.0,3.9,1
OK,Byng,55125.0,87.0,10.6,65.8,2.1,23.6,0.3,4.8,1
OK,Cache,46989.0,90.2,13.0,70.8,2.5,18.6,0.4,6.1,1
OK,Chickasha,40811.0,83.4,18.4,80.0,7.1,4.8,0.5,6.5,2
OK,Colbert,34911.0,86.8,22.0,70.8,12.5,4.4,0.3,4.9,1
OK,Cushing,37995.0,78.4,20.9,79.1,5.3,7.2,0.4,5.0,1
OK,Edmond,71974.0,95.9,10.1,82.6,5.5,2.6,3.2,5.1,1
OK,Eufaula,30781.0,83.2,30.0,65.5,7.0,18.8,0.6,2.5,1
OK,Fairfax,31406.0,83.8,25.9,60.4,1.6,27.3,0.2,1.8,1
OK,Fairland,36750.0,86.6,25.4,66.2,0.2,21.2,0.1,2.0,1
OK,Guthrie,41267.0,89.7,18.6,76.1,13.4,3.1,0.4,4.6,1
OK,Healdton,39313.0,85.7,14.3,86.2,1.1,6.5,0.1,3.7,1
OK,Hominy,31226.0,79.5,21.6,58.9,14.6,19.0,0.4,3.3,1
OK,Kellyville,36375.0,79.6,25.3,79.5,0.2,12.8,0.3,2.9,1
OK,Kiowa,35833.0,82.5,19.9,77.0,0.3,14.5,0.0,3.6,1
OK,Lawton,42493.0,88.5,19.9,60.3,21.4,4.7,2.6,12.6,1
OK,Leedey,55833.0,91.6,7.0,89.0,0.5,5.3,0.2,4.4,1
OK,McAlester,41112.0,83.9,23.0,70.4,7.1,12.7,0.7,6.5,1
OK,Miami,34387.0,84.6,24.5,68.9,1.3,17.1,0.5,4.8,1
OK,Midwest City,44578.0,89.2,16.0,64.6,21.9,3.7,1.7,5.6,1
OK,Millerton,26964.0,79.4,29.3,75.3,3.1,14.1,0.0,2.2,1
OK,Muskogee,34894.0,84.5,25.4,55.9,16.1,15.3,0.9,7.1,1
OK,Okemah,30086.0,79.5,31.1,62.8,3.0,26.6,0.3,2.7,1
OK,Oklahoma City,47779.0,85.0,18.3,62.7,15.1,3.5,4.0,17.2,14
OK,Ponca City,41061.0,86.7,18.3,79.1,3.2,8.9,0.7,7.2,1
OK,Roland,33095.0,80.4,30.3,72.8,5.1,11.8,0.2,4.2,1
OK,Rush Springs,31957.0,83.7,24.5,84.6,0.6,11.1,0.1,2.1,1
OK,Sallisaw,29602.0,82.3,28.5,63.1,1.6,21.6,0.5,5.6,1
OK,Sand Springs,51067.0,88.4,10.6,81.8,2.4,8.8,0.6,3.4,1
OK,Schulter,29063.0,74.7,36.5,73.7,1.0,13.4,0.0,2.8,1
OK,Stillwater,30799.0,95.2,33.0,79.5,4.7,3.9,5.6,4.3,1
OK,Tahlequah,30804.0,84.3,34.3,53.8,2.4,30.0,1.3,9.8,2
OK,Tulsa,42284.0,86.9,20.2,62.6,15.9,5.3,2.3,14.1,12
OK,Wagoner,32602.0,83.5,24.1,65.4,8.5,14.4,0.4,2.9,1
OK,Watts,22083.0,73.6,53.1,58.6,0.0,30.2,0.0,3.1,1
OK,Wetumka,23200.0,74.4,27.0,50.5,4.6,34.9,0.1,3.4,1
OK,Wewoka,26605.0,78.9,36.7,52.7,15.9,22.8,0.2,3.4,1
OR,Aloha,65765.0,88.1,14.9,70.9,2.6,1.0,8.9,21.1,2
OR,Beaverton,56882.0,90.3,15.4,73.0,2.6,0.6,10.5,16.3,3
OR,Bend,52989.0,95.2,12.5,91.3,0.5,0.8,1.2,8.2,2
OR,Burns,34627.0,85.9,21.2,92.2,0.3,2.6,0.7,4.7,1
OR,Dallas,48843.0,92.7,16.7,92.6,0.2,2.0,0.8,5.9,1
OR,Eugene,43101.0,93.5,24.4,85.8,1.4,1.0,4.0,7.8,2
OR,Florence,33950.0,91.2,14.2,92.5,0.3,1.3,1.0,5.4,1
OR,Grants Pass,34224.0,89.2,21.2,90.9,0.5,1.2,1.1,8.5,1
OR,Gresham,46956.0,84.2,21.3,76.0,3.5,1.3,4.3,18.9,1
OR,King City,45283.0,96.7,7.7,89.0,1.8,0.4,5.2,4.5,1
OR,McMinnville,45588.0,85.2,21.2,82.2,0.7,1.2,1.5,20.6,1
OR,Medford,41931.0,86.4,23.0,86.0,0.9,1.2,1.5,13.8,3
OR,Oregon City,62858.0,92.6,11.6,91.1,0.6,0.9,1.7,7.3,1
OR,Portland,55003.0,91.3,18.0,76.1,6.3,1.0,7.1,9.4,7
OR,Salem,47191.0,86.9,18.2,79.0,1.5,1.5,2.7,20.3,2
OR,Seaside,37887.0,87.6,19.3,88.1,0.6,0.8,1.4,12.4,1
OR,Springfield,39729.0,86.2,21.5,85.9,1.1,1.4,1.3,12.1,1
OR,Tualatin,66384.0,92.5,11.7,80.4,1.2,0.7,3.5,17.3,1
OR,West Linn,85464.0,98.1,4.8,90.7,0.7,0.3,4.0,4.0,1
PA,Allentown,36930.0,77.3,26.5,58.5,12.5,0.8,2.2,42.8,2
PA,Avella,63333.0,84.1,10.7,96.4,1.9,0.2,0.1,1.0,1
PA,Bloomsburg,28071.0,87.8,34.1,89.6,6.2,0.1,1.6,3.4,1
PA,Campbelltown,65197.0,95.6,3.2,95.0,1.0,0.1,2.3,2.3,1
PA,Chambersburg,41751.0,81.1,22.3,77.0,9.2,0.3,1.4,15.7,1
PA,Chester,27365.0,79.5,34.6,17.2,74.7,0.4,0.6,9.0,3
PA,East Stroudsburg,40833.0,85.1,25.3,79.2,11.1,0.2,2.5,11.8,1
PA,Harrisburg,33289.0,79.9,31.8,30.7,52.4,0.5,3.5,18.0,1
PA,Hummelstown,48886.0,92.4,9.5,94.6,1.1,0.2,1.4,3.0,1
PA,Johnstown,24415.0,84.7,35.1,80.0,14.6,0.2,0.2,3.1,1
PA,Knoxville,43750.0,84.8,14.4,98.7,0.0,0.0,0.2,0.0,1
PA,Lancaster,35313.0,76.3,29.0,55.2,16.3,0.7,3.0,39.3,1
PA,Lewistown,30578.0,87.5,25.8,95.2,1.5,0.3,0.3,3.1,1
PA,Philadelphia,38253.0,82.0,26.4,41.0,43.4,0.5,6.3,12.3,9
PA,Pittsburgh,40715.0,91.4,22.9,66.0,26.1,0.2,4.4,2.3,2
PA,Pittston,35146.0,88.8,19.5,95.0,1.9,0.2,0.5,2.7,1
PA,Reading,26784.0,65.1,39.6,48.4,13.2,0.9,1.2,58.2,2
PA,Sharon,30720.0,86.5,24.5,80.4,14.6,0.2,0.5,1.8,1
PA,Somerset,35875.0,88.7,23.9,96.8,0.8,0.2,0.9,1.1,1
PA,South Greensburg,46528.0,92.5,8.3,97.3,0.9,0.2,0.5,0.9,1
PA,Stewartstown,55417.0,89.4,15.1,95.5,1.9,0.3,0.7,1.5,1
PA,West Chester,47042.0,91.3,26.2,78.7,12.1,0.2,1.4,13.4,1
PA,Wilkinsburg,32324.0,90.8,24.1,28.3,66.6,0.4,1.0,1.8,1
PA,York,29025.0,76.5,37.3,51.2,28.0,0.6,1.2,28.5,2
RI,Pawtucket,41789.0,78.4,20.6,66.5,13.4,0.6,1.5,19.7,1
RI,Tiverton,69054.0,89.4,6.8,95.7,1.2,0.1,1.0,1.7,1
SC,Aiken,55502.0,89.5,16.2,66.8,28.5,0.4,1.9,2.6,2
SC,Boiling Springs,64821.0,90.6,6.8,81.9,10.4,0.3,3.7,4.3,1
SC,Campobello,36458.0,82.2,23.8,86.7,9.4,0.0,2.2,1.6,1
SC,Cayce,43452.0,89.5,23.3,68.0,25.1,0.4,1.9,4.3,1
SC,Charleston,55546.0,93.6,17.8,70.2,25.4,0.2,1.6,2.9,1
SC,Fountain Inn,47816.0,90.8,13.0,63.7,31.2,0.3,0.3,6.0,1
SC,Goose Creek,61122.0,92.9,11.2,71.2,18.3,0.5,3.7,6.1,1
SC,Greenville,41924.0,87.7,19.3,64.0,30.0,0.3,1.4,5.9,3
SC,Hardeeville,41440.0,84.6,24.2,43.7,34.7,0.8,2.0,28.4,2
SC,Irmo,55168.0,92.6,16.4,64.6,29.9,0.4,1.6,3.3,2
SC,Iva,23641.0,66.4,26.9,91.3,6.4,0.7,0.8,0.2,1
SC,Johnsonville,45741.0,79.7,20.5,74.1,21.8,0.2,1.6,2.6,1
SC,Lake City,30992.0,72.1,29.7,19.4,77.5,0.3,0.3,3.0,1
SC,Lake View,28375.0,82.4,22.4,65.2,33.0,0.5,0.1,1.5,1
SC,Lancaster,29974.0,80.5,30.1,43.0,51.3,0.2,0.9,5.7,1
SC,Landrum,35823.0,84.0,20.1,81.5,13.0,0.3,0.9,4.3,1
SC,Latta,28421.0,78.8,31.1,59.2,38.4,0.4,0.1,1.2,1
SC,Lexington,60376.0,93.7,11.7,80.8,12.7,0.3,3.7,3.5,1
SC,Little Mountain,69063.0,94.4,2.7,81.8,16.5,0.7,0.3,0.0,1
SC,Moncks Corner,48325.0,84.7,14.2,57.7,36.0,0.5,0.5,5.1,1
SC,Myrtle Beach,36514.0,85.7,23.7,72.3,13.9,0.7,1.5,13.7,2
SC,North Charleston,39543.0,81.8,22.7,41.6,47.2,0.5,1.9,10.9,4
SC,Pelzer,38750.0,94.7,29.3,94.4,2.2,1.1,0.0,4.5,1
SC,Pendleton,24296.0,79.1,32.3,72.3,23.3,0.3,1.2,1.6,1
SC,Piedmont,37246.0,82.4,19.6,89.1,7.8,0.3,0.2,2.5,2
SC,Seneca,35609.0,84.3,23.3,65.3,29.0,0.3,0.9,4.5,1
SC,Spartanburg,35126.0,82.3,27.2,45.6,49.3,0.2,1.8,3.4,2
SC,Summerville,55476.0,92.9,13.0,72.1,21.4,0.4,1.5,5.0,1
SC,Sumter,38808.0,84.0,18.6,45.3,49.1,0.3,1.6,3.6,1
SC,Taylors,49283.0,88.1,16.3,76.9,14.9,0.2,2.5,8.3,2
SD,Kyle,20625.0,67.9,57.5,2.6,0.1,95.6,0.4,3.2,1
SD,Lead,41912.0,91.8,10.3,94.6,0.3,2.0,0.4,2.9,1
SD,Mitchell,47936.0,90.1,13.9,93.6,0.5,3.0,0.5,1.7,1
SD,Rapid City,46966.0,91.7,15.2,80.4,1.1,12.4,1.2,4.1,4
SD,Rapid Valley,58814.0,96.2,4.3,90.0,0.7,4.2,0.9,3.2,1
SD,Rosebud,31172.0,75.0,43.7,3.4,0.2,95.0,0.1,4.9,1
SD,Sioux Falls,52494.0,90.9,12.1,86.8,4.2,2.7,1.8,4.4,1
TN,Alamo,35441.0,76.1,21.9,72.3,15.8,0.0,0.1,11.9,2
TN,Arlington,93000.0,94.1,3.4,81.2,13.8,0.2,1.8,3.0,1
TN,Bristol,38551.0,83.5,16.3,93.3,3.4,0.3,0.7,1.9,1
TN,Chattanooga,40177.0,85.2,22.6,58.0,34.9,0.4,2.0,5.5,4
TN,Clarksville,46947.0,92.2,17.4,65.6,23.2,0.6,2.3,9.3,1
TN,Columbia,36426.0,85.1,23.2,72.1,20.8,0.3,0.8,7.0,1
TN,Dickson,37045.0,84.0,19.4,84.1,8.8,0.4,0.8,6.0,1
TN,East Ridge,38909.0,85.3,13.3,83.4,9.9,0.5,1.8,5.0,1
TN,Elizabethton,30217.0,81.9,23.7,94.0,3.1,0.1,0.6,2.0,1
TN,Estill Springs,46938.0,85.9,11.0,94.9,1.9,0.2,0.7,0.9,1
TN,Franklin,85671.0,94.5,6.9,84.4,6.7,0.2,3.8,7.6,1
TN,Gallatin,47957.0,85.1,12.8,77.7,14.7,0.3,0.8,8.0,1
TN,Gray,51542.0,90.8,9.4,96.4,0.7,0.2,0.2,2.0,1
TN,Hendersonville,61786.0,93.8,6.6,88.6,6.3,0.3,1.6,3.6,1
TN,Hohenwald,36050.0,80.9,29.5,93.8,3.2,0.1,0.8,2.0,1
TN,Humboldt,31684.0,81.1,22.9,49.0,47.9,0.1,0.2,3.1,1
TN,Jackson,38153.0,87.5,24.0,49.2,45.7,0.2,1.2,4.0,1
TN,Johnson City,39566.0,89.3,23.1,86.9,6.6,0.3,2.0,4.2,2
TN,Knoxville,34226.0,87.8,25.7,76.1,17.1,0.4,1.6,4.6,3
TN,Lakeland,96964.0,94.9,4.4,83.3,9.4,0.2,4.4,3.4,1
TN,Lenoir City,35163.0,73.0,27.8,87.3,1.6,0.5,0.6,17.5,2
TN,Lewisburg,34201.0,75.9,22.0,78.3,13.7,0.2,0.7,7.8,1
TN,McLemoresville,41250.0,85.3,26.8,88.9,9.4,0.0,0.3,0.0,1
TN,Memphis,36445.0,83.7,27.6,29.4,63.3,0.2,1.6,6.5,5
TN,Monteagle,39567.0,83.9,27.0,94.5,2.3,0.4,1.4,0.3,1
TN,Morristown,30846.0,77.0,28.9,77.2,6.7,0.5,0.9,19.7,1
TN,Oneida,29786.0,84.3,29.9,97.7,0.0,0.1,0.2,0.9,1
TN,Sevierville,34833.0,82.9,25.3,88.9,1.5,0.6,1.3,10.3,1
TN,Shelbyville,30744.0,73.3,26.9,68.3,14.1,0.5,0.7,20.3,1
TN,Soddy-Daisy,42861.0,84.2,10.7,96.9,0.7,0.4,0.3,1.6,1
TN,Somerville,29667.0,79.8,33.3,53.1,44.3,0.2,0.5,2.0,1
TN,Sparta,27320.0,79.2,24.3,91.0,5.6,0.4,0.5,1.8,1
TN,Spring Hill,78588.0,97.4,3.6,89.1,5.4,0.2,1.6,5.6,1
TX,Abilene,43189.0,83.5,19.1,75.5,9.6,0.7,1.7,24.5,1
TX,Addison,67695.0,94.0,10.0,67.7,11.8,0.4,7.4,25.2,1
TX,Allen,103051.0,95.6,5.5,72.0,8.4,0.5,12.9,11.2,2
TX,Amarillo,47735.0,83.4,17.0,77.0,6.6,0.8,3.2,28.8,4
TX,Arlington,53326.0,84.7,17.5,59.0,18.8,0.7,6.8,27.4,5
TX,Austin,57689.0,87.5,18.0,68.3,8.1,0.9,6.3,35.1,16
TX,Azle,55830.0,85.9,9.1,92.7,0.7,0.9,0.7,8.2,2
TX,Balch Springs,40230.0,64.0,25.0,50.7,24.3,1.4,0.9,45.8,1
TX,Baytown,48103.0,75.5,19.6,62.9,15.5,0.6,1.5,43.4,2
TX,Beaumont,40992.0,84.9,21.8,39.8,47.3,0.6,3.3,13.4,2
TX,Beckville,37917.0,77.1,26.3,64.5,23.8,0.5,0.1,13.8,1
TX,Bellville,50577.0,87.6,6.7,78.4,10.2,1.2,0.6,21.2,1
TX,Boerne,57047.0,89.8,9.7,90.3,0.6,0.4,0.8,22.7,1
TX,Brookshire,31523.0,62.1,21.5,40.6,35.6,0.8,0.4,47.3,1
TX,Brownsville,32894.0,64.1,33.7,88.0,0.4,0.4,0.7,93.2,1
TX,Carrollton,69368.0,85.3,9.5,63.6,8.4,0.6,13.4,30.0,1
TX,Chapeno,,33.3,31.7,100.0,0.0,0.0,0.0,97.9,1
TX,Cisco,31009.0,80.7,27.3,90.0,3.4,1.2,0.5,13.2,1
TX,Clute,45307.0,73.7,19.3,69.2,10.5,0.9,0.7,53.6,1
TX,Conroe,47680.0,75.0,19.3,69.7,10.3,1.2,1.8,38.5,2
TX,Corpus Christi,50658.0,81.4,17.5,80.9,4.3,0.6,1.8,59.7,2
TX,Dallas,43781.0,74.5,24.0,50.7,25.0,0.7,2.9,42.4,9
TX,Del Rio,41001.0,66.2,21.4,84.6,1.5,0.5,0.5,84.1,1
TX,Denton,49100.0,88.8,20.6,73.8,10.3,0.8,4.1,21.2,1
TX,DeSoto,59260.0,90.5,11.3,23.2,68.6,0.4,0.9,12.1,1
TX,Edinburg,43346.0,77.7,27.7,85.3,1.6,0.4,2.2,88.2,1
TX,El Paso,42772.0,78.0,20.9,80.8,3.4,0.7,1.2,80.7,7
TX,Euless,54974.0,90.3,12.2,66.0,10.7,0.6,10.3,19.0,2
TX,Fort Stockton,49868.0,72.3,10.3,79.4,2.1,0.7,0.8,73.7,1
TX,Fort Worth,53214.0,80.8,18.8,61.1,18.9,0.6,3.7,34.1,8
TX,Freeport,32060.0,66.3,26.5,65.0,12.2,0.8,0.5,59.9,1
TX,Friendswood,91458.0,95.0,5.7,86.6,3.4,0.4,4.8,12.5,1
TX,Fritch,57880.0,93.6,8.6,95.7,0.2,1.0,0.1,5.6,1
TX,Fulshear,175990.0,94.7,3.2,73.8,15.8,2.1,2.0,17.4,1
TX,Garland,51970.0,76.3,17.2,57.5,14.5,0.8,9.4,37.8,2
TX,Gilmer,46122.0,80.8,13.1,74.9,18.0,0.7,0.8,7.0,1
TX,Gladewater,37819.0,81.1,28.1,75.7,17.6,0.8,0.6,6.4,1
TX,Groveton,30684.0,73.0,39.7,78.2,13.0,0.6,0.1,13.7,1
TX,Harker Heights,64494.0,91.7,17.1,62.9,20.0,1.0,3.9,18.4,1
TX,Houston,46187.0,76.7,22.5,50.5,23.7,0.7,6.0,43.8,26
TX,Hurst,53788.0,85.5,12.8,80.9,5.6,0.7,2.3,20.1,1
TX,Hutchins,36403.0,72.2,25.7,44.5,39.4,0.8,0.3,35.3,1
TX,Irving,52154.0,79.7,15.1,53.1,12.3,0.9,14.0,41.1,4
TX,Jourdanton,54375.0,75.8,10.7,87.1,0.5,0.7,0.3,54.8,1
TX,Katy,70526.0,84.1,8.4,80.1,5.3,0.6,1.5,29.0,1
TX,Kerrville,39206.0,85.7,15.6,86.3,3.1,0.6,0.9,27.4,2
TX,Killeen,47763.0,91.6,15.2,45.1,34.1,0.8,4.0,22.9,1
TX,Kingsbury,43559.0,80.2,18.8,89.0,1.3,0.4,1.0,18.2,1
TX,Lake Jackson,73399.0,92.9,8.3,84.4,5.1,0.5,3.1,20.5,2
TX,Laredo,39711.0,66.3,30.8,87.7,0.5,0.4,0.6,95.6,3
TX,Levelland,48802.0,77.9,15.4,75.5,5.1,0.9,0.4,48.2,1
TX,Llano,35950.0,80.5,27.1,93.4,0.5,1.3,0.6,12.9,1
TX,Lockhart,48884.0,79.8,13.1,73.0,9.4,0.8,0.4,51.1,1
TX,Longview,44544.0,83.5,17.9,63.3,22.9,0.5,1.4,18.0,2
TX,Lorena,53125.0,88.9,12.8,93.6,0.9,0.1,0.9,9.9,1
TX,Lufkin,39890.0,77.2,23.7,56.7,27.4,0.5,1.7,24.1,1
TX,Mabank,33764.0,81.6,24.2,88.8,4.0,0.7,1.2,8.7,1
TX,McKinney,81459.0,92.2,7.4,74.8,10.5,0.7,4.1,18.6,1
TX,Mansfield,90089.0,94.4,6.2,73.5,14.2,0.6,3.7,15.4,1
TX,Mesquite,49604.0,80.7,15.4,59.0,21.8,0.8,3.2,31.6,1
TX,Mesquite,,7.9,26.9,100.0,0.0,0.0,0.0,95.6,1
TX,Midland,69173.0,83.0,9.3,75.5,7.9,0.7,1.4,37.6,2
TX,Midlothian,74881.0,92.2,5.3,88.5,3.6,0.4,0.8,15.2,1
TX,Mission,41818.0,71.9,26.0,88.6,0.7,0.3,1.5,85.4,3
TX,Nacogdoches,32357.0,85.2,30.0,58.5,28.8,0.5,1.8,16.8,1
TX,Nocona,34028.0,72.1,31.7,89.7,0.5,0.8,0.2,19.1,1
TX,Odessa,59337.0,76.4,12.1,75.4,5.7,1.0,1.1,50.6,3
TX,Onalaska,33250.0,74.8,33.2,90.9,5.0,1.0,0.7,3.5,1
TX,Palestine,36348.0,81.7,23.8,62.1,23.3,0.5,0.9,21.9,1
TX,Panhandle,73380.0,94.9,11.0,94.0,0.6,1.3,0.2,9.8,1
TX,Paris,32025.0,84.1,25.6,67.4,23.4,1.5,0.9,8.2,1
TX,Pearland,95972.0,93.1,4.5,62.0,16.4,0.5,12.4,20.5,1
TX,Pharr,34708.0,62.0,33.9,85.1,0.6,0.5,0.5,93.0,1
TX,Plano,83793.0,93.5,7.5,66.9,7.6,0.4,16.9,14.7,1
TX,Ponder,87258.0,88.6,3.4,91.4,3.1,0.4,0.4,12.5,1
TX,Port Arthur,32863.0,71.9,27.3,36.1,40.7,0.7,5.9,29.6,1
TX,Rosenberg,44916.0,74.6,20.7,61.1,13.4,0.6,1.0,60.3,1
TX,Rosser,41071.0,67.1,30.7,61.7,31.9,1.5,0.0,6.3,1
TX,Saginaw,74903.0,92.1,7.5,83.0,4.3,0.8,1.8,23.6,1
TX,San Angelo,44802.0,82.9,16.1,80.4,4.6,0.8,1.1,38.5,1
TX,San Antonio,46744.0,81.4,19.8,72.6,6.9,0.9,2.4,63.2,20
TX,Seagoville,43641.0,72.2,15.8,67.2,16.8,1.0,0.5,32.7,1
TX,Sierra Blanca,45278.0,79.0,28.5,83.9,3.3,3.4,1.4,73.1,1
TX,Splendora,37431.0,72.0,31.5,92.6,1.1,0.2,0.7,9.8,1
TX,Spring,66484.0,90.4,11.2,63.8,19.5,0.6,3.1,28.4,1
TX,Springtown,47826.0,89.6,19.4,93.5,0.8,1.0,0.3,9.1,1
TX,Tahoka,39313.0,84.6,18.3,78.6,3.9,1.5,0.2,49.7,1
TX,Temple,47475.0,87.9,17.9,68.1,16.9,0.6,2.1,23.7,1
TX,Terrell,38055.0,76.2,21.4,57.0,27.4,0.6,0.5,25.6,1
TX,Tomball,44086.0,88.8,22.7,82.7,6.3,0.8,1.1,17.0,1
TX,Victoria,48658.0,81.3,18.0,76.2,7.7,0.6,1.4,48.3,1
TX,Waco,33147.0,79.2,29.0,59.2,21.5,0.6,1.8,29.6,1
TX,Weatherford,57257.0,89.3,10.6,89.4,2.4,0.8,0.9,13.6,4
TX,Webster,44758.0,83.5,17.6,59.6,13.6,0.7,4.5,34.0,1
TX,West Odessa,51275.0,67.5,15.5,78.7,1.1,1.1,0.2,61.8,1
TX,Whitewright,35938.0,80.3,18.4,85.7,8.3,0.5,0.1,5.7,1
TX,Wichita Falls,44543.0,85.3,19.8,73.2,12.7,1.0,2.4,18.9,1
TX,Wink,68882.0,88.3,14.6,85.2,0.7,0.6,0.0,27.0,1
TX,Winnie,43601.0,70.8,13.7,81.3,3.3,0.8,0.4,23.0,1
UT,Centerville,78438.0,97.4,4.5,95.1,0.4,0.3,1.2,3.7,1
UT,Clearfield,48866.0,92.3,13.1,81.6,3.1,0.8,2.6,16.1,1
UT,Draper,95804.0,96.8,4.9,90.4,1.4,0.6,2.5,7.0,1
UT,Eagle Mountain,69018.0,95.5,5.8,91.9,0.6,0.5,0.6,8.6,1
UT,Logan,36032.0,88.8,26.5,83.9,1.0,1.0,3.3,13.9,1
UT,Ogden,41036.0,82.3,22.9,75.2,2.2,1.4,1.2,30.1,2
UT,Parowan,36209.0,95.5,13.3,96.6,0.2,0.6,0.2,4.8,1
UT,Provo,41291.0,90.5,28.8,84.8,0.7,0.8,2.5,15.2,1
UT,Roosevelt,62351.0,88.7,13.5,82.3,0.3,8.2,0.5,9.2,1
UT,Roy,62598.0,90.7,12.1,87.0,1.1,0.6,1.9,13.5,1
UT,Salt Lake City,47243.0,87.4,20.3,75.1,2.7,1.2,4.4,22.3,4
UT,Spanish Fork,65294.0,91.1,7.1,90.9,0.4,0.5,0.6,10.6,2
UT,Syracuse,86869.0,97.5,3.0,92.2,0.8,0.3,1.9,6.0,1
UT,West Jordan,68442.0,90.7,9.1,82.4,1.0,0.7,2.7,17.7,2
VT,Burlington,44671.0,89.0,24.8,88.9,3.9,0.3,3.6,2.7,2
VT,Winooski,45974.0,85.0,26.1,82.6,6.9,0.3,6.2,2.2,1
VA,Alexandria,89134.0,91.5,8.3,60.9,21.8,0.4,6.0,16.1,1
VA,Arlington,105763.0,93.5,9.0,71.7,8.5,0.5,9.6,15.1,2
VA,Chesapeake,68620.0,91.1,9.7,62.6,29.8,0.4,2.9,4.4,2
VA,Concord,58250.0,71.3,1.9,85.9,11.7,0.1,0.2,1.9,1
VA,Culpeper,57551.0,82.1,13.6,61.5,21.9,0.6,2.1,17.0,1
VA,Emporia,28601.0,74.7,34.9,32.7,62.5,0.3,0.7,4.4,1
VA,Falls Church,120522.0,97.7,2.7,79.9,4.3,0.3,9.4,9.0,1
VA,Fredericksburg,51762.0,91.0,16.5,64.2,22.6,0.4,2.8,10.7,1
VA,Grundy,40066.0,81.3,12.9,85.9,10.0,0.1,1.5,3.1,1
VA,Harrisonburg,38750.0,84.1,32.5,78.4,6.4,0.3,3.5,15.7,1
VA,Herndon,101872.0,84.3,7.8,50.7,9.5,0.7,17.9,33.6,1
VA,Hopewell,39064.0,80.9,19.0,55.4,37.0,0.4,0.8,6.6,1
VA,King George,83208.0,90.3,5.6,75.4,18.3,0.4,1.1,3.6,1
VA,Newport News,50077.0,89.0,15.7,49.0,40.7,0.5,2.7,7.5,2
