geographic_area,city,median_income,percent_completed_hs,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic,count
AL,Abbeville,25615.0,69.1,29.1,54.4,41.4,0.1,1.0,3.1,1
AL,Arab,40292.0,87.6,16.7,96.6,0.1,0.6,0.7,1.7,1
AL,Ashville,40547.0,77.6,28.3,75.8,20.3,0.2,0.3,3.8,1
AL,Bay Minette,31576.0,79.1,26.3,60.4,35.3,1.0,0.8,1.8,1
AL,Birmingham,31061.0,85.1,30.9,22.3,73.4,0.2,1.0,3.6,3
AL,Clanton,39823.0,76.8,16.9,74.9,19.1,0.3,0.6,6.0,2
AL,Clay,68717.0,92.2,6.6,84.1,13.3,0.3,0.6,1.3,1
AL,Dadeville,29368.0,73.7,28.8,50.2,47.5,0.3,0.6,0.9,1
AL,Deer Park,,86.3,28.1,31.9,66.5,0.0,0.0,1.6,1
AL,Eufaula,32845.0,81.5,25.3,51.0,44.6,0.5,0.6,4.3,1
AL,Gadsden,29136.0,78.3,29.4,57.3,36.3,0.4,0.6,5.4,1
AL,Homewood,61626.0,93.5,12.7,74.6,17.3,0.2,2.2,7.3,2
AL,Hoover,77146.0,95.2,6.0,75.1,14.8,0.2,5.1,6.0,1
AL,Huntsville,48775.0,90.2,18.2,60.3,31.2,0.6,2.4,5.8,4
AL,Meridianville,68368.0,86.6,15.4,76.3,18.5,0.7,1.7,2.7,1
AL,Millbrook,58330.0,91.3,11.6,74.2,21.6,0.4,0.8,2.8,1
AL,Mobile,38776.0,86.9,23.3,45.0,50.6,0.3,1.8,2.4,1
AL,Monroeville,30678.0,82.3,36.7,42.1,55.7,0.3,0.3,0.8,1
AL,Montgomery,42927.0,85.5,24.1,37.3,56.6,0.2,2.2,3.9,1
AL,Muscle Shoals,48896.0,88.7,10.7,80.6,15.3,0.3,0.9,2.7,1
AL,Opelika,40489.0,83.7,23.0,50.6,43.5,0.3,1.7,4.4,1
AL,Opp,34695.0,77.4,25.9,80.9,16.7,0.6,0.3,0.9,1
AL,Oxford,51375.0,83.5,11.7,80.5,12.6,0.4,1.1,6.6,1
AL,Phenix City,36698.0,84.8,21.0,48.7,46.6,0.3,0.7,4.0,4
AL,Piedmont,28884.0,76.8,25.6,87.0,10.0,0.5,0.1,1.3,1
AL,Rainbow City,49338.0,92.5,17.7,87.4,7.2,0.4,2.6,2.4,1
AL,Saraland,52621.0,85.4,11.2,83.7,12.0,0.8,0.6,2.5,1
AL,Selma,22414.0,77.8,41.9,18.0,80.3,0.2,0.6,0.6,1
AL,Sylacauga,33407.0,82.5,29.8,66.6,30.2,0.4,0.5,2.3,1
AL,Tuscaloosa,39351.0,87.3,25.1,53.8,41.5,0.2,1.8,3.0,1
AL,Tuscumbia,41176.0,86.2,15.3,75.9,21.2,0.4,0.3,1.4,1
AL,Westover,58906.0,85.2,13.4,93.6,2.5,0.9,0.5,2.3,1
AK,Anchorage,78326.0,93.0,8.2,66.0,5.6,7.9,8.1,7.6,3
AK,Barrow,76902.0,84.6,11.7,16.9,1.0,61.2,9.1,3.1,1
AK,Big Lake,70988.0,90.4,9.6,86.1,0.2,7.0,0.5,3.1,1
AK,Fairbanks,55229.0,91.2,13.1,66.1,9.0,10.0,3.6,9.0,5
AK,Houston,50438.0,90.2,14.8,82.2,0.4,6.7,0.6,3.3,1
AK,Wasilla,61541.0,91.8,11.7,83.4,1.4,5.2,2.1,4.3,2
AZ,Apache Junction,35671.0,85.5,24.0,89.5,1.2,1.1,0.8,14.4,2
AZ,Avondale,55100.0,79.0,18.6,58.1,9.3,1.7,3.5,50.3,3
AZ,Bisbee,31010.0,87.3,29.1,84.2,1.4,1.5,0.5,36.2,1
AZ,Buckeye,58939.0,84.3,14.8,65.7,7.1,1.8,1.8,38.3,1
AZ,Bullhead City,35948.0,82.7,19.7,81.9,1.3,1.1,1.4,23.7,1
AZ,Casa Grande,44348.0,86.4,16.9,67.3,4.6,4.6,1.8,39.0,1
AZ,Chandler,72695.0,91.5,10.0,73.3,4.8,1.5,8.2,21.9,2
AZ,Cottonwood,41875.0,84.6,9.6,0.4,0.0,99.6,0.0,0.0,2
AZ,Cottonwood,36440.0,84.9,19.9,83.6,0.8,1.8,0.9,22.8,2
AZ,Eagar,50675.0,89.2,18.0,87.8,0.6,3.4,0.2,18.8,3
AZ,Flagstaff,48680.0,91.3,24.2,73.4,1.9,11.7,1.9,18.4,3
AZ,Florence,47891.0,75.6,16.8,63.4,6.3,14.4,0.9,31.2,1
AZ,Gilbert,82424.0,95.6,6.6,81.8,3.4,0.8,5.8,14.9,2
AZ,Glendale,46776.0,83.6,21.7,67.8,6.0,1.7,3.9,35.5,7
AZ,Golden Shores,29118.0,77.9,7.4,94.2,0.3,1.0,0.3,7.7,1
AZ,Golden Valley,33639.0,81.6,25.1,90.9,0.5,1.5,0.9,10.5,1
AZ,Goodyear,70323.0,92.1,8.8,71.9,6.7,1.3,4.3,27.8,1
AZ,Kearny,43563.0,87.7,21.2,83.2,0.5,0.8,0.4,41.6,1
AZ,Kingman,43246.0,87.0,20.7,88.0,1.0,1.7,1.7,12.5,5
AZ,Lake Havasu City,42847.0,88.5,13.8,90.1,0.7,1.0,1.0,12.1,1
AZ,Marana,74438.0,94.1,5.8,82.0,2.5,1.2,3.8,22.1,1
AZ,Maricopa,65793.0,91.7,8.1,70.2,9.7,2.0,4.1,24.4,1
AZ,Mesa,48809.0,87.5,16.5,77.1,3.5,2.4,1.9,26.4,6
AZ,Morenci,65706.0,94.3,6.8,70.7,2.4,2.9,0.7,53.1,1
AZ,Parker,43271.0,80.4,15.4,44.4,1.4,20.6,0.8,41.9,1
AZ,Phoenix,47326.0,80.7,23.1,65.9,6.5,2.2,3.2,40.8,31
AZ,Pima,47277.0,87.8,22.5,87.4,0.4,0.6,0.1,20.9,1
AZ,Prescott,44846.0,92.8,15.5,92.1,0.7,1.1,1.2,8.6,2
AZ,San Manuel,43629.0,87.2,17.1,78.1,0.8,2.4,0.5,49.9,1
AZ,Scottsdale,73288.0,96.2,9.5,89.3,1.7,0.8,3.3,8.8,3
AZ,Show Low,42614.0,88.7,18.4,87.6,0.4,4.1,0.8,12.8,1
AZ,Sierra Vista,59091.0,93.2,12.7,74.5,9.0,1.1,4.1,19.4,1
AZ,Somerton,31540.0,51.0,31.5,64.4,0.9,0.8,0.4,95.9,1
AZ,Sun City,36365.0,91.0,8.4,96.5,1.4,0.2,0.7,2.8,2
AZ,Surprise,59916.0,92.9,9.8,80.6,5.1,0.7,2.6,18.5,1
AZ,Tempe,49012.0,91.7,21.6,72.6,5.9,2.9,5.7,21.1,6
AZ,Tucson,37149.0,84.2,25.3,69.7,5.0,2.7,2.9,41.6,14
AZ,Wilhoit,34167.0,80.1,24.0,94.2,0.2,0.7,0.2,9.3,1
AZ,Winslow,34211.0,79.6,30.1,53.4,5.7,25.7,1.0,32.8,1
AZ,Yuma,43754.0,77.5,18.4,68.8,3.2,1.8,1.9,54.8,1
AR,Austin,70652.0,95.9,7.7,94.2,2.0,0.3,0.4,4.3,1
AR,Benton,51778.0,87.0,11.4,88.8,6.0,0.5,0.9,4.5,2
AR,Bull Shoals,35737.0,93.4,13.9,97.5,0.1,0.4,0.3,1.4,1
AR,Cabot,57790.0,92.4,11.4,93.1,1.6,0.6,1.5,4.1,1
AR,Dover,33917.0,85.2,23.6,94.6,0.4,1.9,0.1,3.6,1
AR,England,31577.0,82.3,29.9,64.1,33.6,0.2,0.1,1.9,1
AR,Farmington,50609.0,92.3,11.4,90.2,1.2,1.1,1.2,5.9,1
AR,Fayetteville,39432.0,91.7,24.0,83.8,6.0,1.1,3.1,6.4,2
AR,Jonesboro,41688.0,89.1,23.7,74.7,18.4,0.4,1.5,5.2,1
AR,Little Rock,46085.0,90.7,17.8,48.9,42.3,0.4,2.7,6.8,4
AR,Manila,30114.0,80.7,32.6,96.4,0.5,0.3,0.1,2.9,1
AR,Marion,61669.0,89.3,10.9,68.1,28.0,0.4,1.5,2.0,1
AR,Mena,28509.0,88.8,18.5,94.4,0.2,1.6,0.8,3.4,1
AR,Mountain Pine,31333.0,69.4,25.0,74.2,20.4,1.2,0.5,3.2,1
AR,Perryville,37137.0,85.8,14.0,96.9,0.2,0.5,0.1,1.7,1
AR,Sheridan,45966.0,90.4,10.2,95.0,1.6,0.4,0.5,2.8,1
AR,Springdale,42319.0,71.7,23.3,64.7,1.8,1.0,2.0,35.4,1
AR,Strong,19931.0,74.4,23.0,31.5,60.8,0.2,0.2,8.2,1
AR,West Memphis,30627.0,80.6,30.9,34.4,63.5,0.2,0.4,1.6,1
CA,Aguanga,43505.0,81.1,7.0,82.4,1.0,1.8,2.1,24.3,1
CA,Alhambra,53582.0,80.7,15.8,28.3,1.5,0.6,52.9,34.4,1
CA,Alpine,77883.0,90.3,8.8,87.3,1.2,1.6,2.2,14.6,1
CA,Anaheim,60752.0,75.8,16.5,52.7,2.8,0.8,14.8,52.8,5
CA,Anderson,32536.0,85.0,24.6,83.3,0.7,4.3,2.6,10.8,1
CA,Antelope,63607.0,91.2,13.0,63.8,8.8,0.9,13.3,14.5,1
CA,Antioch,64329.0,86.9,15.4,48.9,17.3,0.9,10.5,31.7,2
CA,Apple Valley,47938.0,86.0,20.6,69.1,9.1,1.1,2.9,29.2,1
CA,Atascadero,66607.0,92.6,11.0,86.4,2.1,1.0,2.4,15.6,1
CA,Atwater,41414.0,72.5,26.2,65.4,4.3,1.3,5.0,52.6,1
CA,Avenal,32432.0,48.8,36.4,39.0,10.5,1.2,0.7,71.8,1
CA,Azusa,53135.0,77.7,17.6,57.6,3.2,1.2,8.7,67.6,3
CA,Bakersfield,57095.0,79.6,19.8,56.8,8.2,1.5,6.2,45.5,13
CA,Barstow,39632.0,79.8,33.7,52.3,14.6,2.1,3.2,42.8,2
CA,Beaumont,64830.0,86.8,11.8,62.8,6.2,1.5,7.7,40.3,1
CA,Bell,37269.0,47.4,27.7,53.8,0.9,0.9,0.7,93.1,1
CA,Bellflower,48823.0,77.6,17.9,42.2,14.0,1.0,11.6,52.3,1
CA,Boulder Creek,79964.0,93.5,10.9,90.0,1.1,0.6,1.6,7.4,1
CA,Brawley,37637.0,70.4,25.2,54.4,2.0,1.0,1.4,81.5,1
CA,Burbank,66076.0,88.7,11.0,72.7,2.5,0.5,11.6,24.5,2
CA,Burbank,65472.0,85.0,12.1,60.8,2.7,1.3,7.7,50.9,2
CA,Byron,74583.0,73.0,3.6,71.3,4.8,0.9,0.3,39.4,1
CA,Cabazon,35833.0,74.1,30.7,69.1,5.3,3.6,1.5,44.8,1
CA,Calexico,34742.0,56.6,27.4,60.0,0.3,0.5,1.3,96.8,1
CA,Calimesa,46025.0,88.3,14.8,86.0,1.1,1.3,1.3,22.4,1
CA,Camarillo,88152.0,92.2,6.4,75.1,1.9,0.6,10.2,22.9,1
CA,Campo,57521.0,75.8,26.8,77.6,4.2,3.4,1.2,29.6,1
CA,Carmichael,54322.0,93.4,16.6,80.6,4.8,0.9,4.3,11.7,2
CA,Carson,72421.0,79.6,10.9,23.8,23.8,0.6,25.6,38.6,1
CA,Castaic,104427.0,91.9,6.8,71.6,3.3,0.6,11.4,24.8,1
CA,Cathedral City,39872.0,75.3,23.1,63.5,2.6,1.1,5.0,58.8,1
CA,Ceres,47858.0,67.9,17.9,57.7,2.6,1.3,6.8,56.0,1
CA,Cerritos,90321.0,91.7,4.8,23.1,6.9,0.3,61.9,12.0,2
CA,Chico,42342.0,92.0,24.9,80.8,2.1,1.4,4.2,15.4,4
CA,Chino,72872.0,77.7,11.6,56.4,6.2,1.0,10.5,53.8,2
CA,Chowchilla,34559.0,68.3,32.1,61.6,12.6,2.0,2.1,37.8,1
CA,Chula Vista,65185.0,80.9,12.5,53.7,4.6,0.8,14.4,58.2,1
CA,Citrus Heights,50047.0,89.9,15.4,80.3,3.3,0.9,3.3,16.5,3
CA,Clovis,62666.0,88.9,13.8,70.9,2.7,1.4,10.7,25.6,1
CA,Coalinga,51860.0,73.0,23.2,57.8,4.1,1.3,3.0,53.5,1
CA,Colton,41565.0,70.1,22.1,43.4,9.7,1.3,5.0,71.0,1
CA,Compton,43507.0,60.1,26.6,25.9,32.9,0.7,0.3,65.0,3
CA,Concord,68318.0,87.1,13.3,64.5,3.6,0.7,11.1,30.6,1
CA,Corning,31667.0,75.3,29.6,71.9,0.6,2.6,1.1,42.7,1
CA,Cottonwood,39085.0,79.0,34.4,85.8,0.1,3.0,3.3,10.6,1
CA,Delano,35933.0,55.0,30.3,36.4,7.9,0.9,12.7,71.5,1
CA,Delhi,49716.0,55.5,17.3,52.6,1.1,1.5,3.8,71.7,1
CA,Del Mar,107013.0,98.8,3.5,94.0,0.2,0.2,2.8,4.2,1
CA,Desert Edge,31261.0,79.6,25.3,79.8,0.4,0.9,0.7,31.9,1
CA,Dinuba,36860.0,58.6,28.6,52.0,0.7,0.9,2.1,84.4,1
CA,Douglas City,31776.0,94.1,40.8,89.6,0.0,3.1,1.1,6.6,1
CA,Downey,62897.0,76.1,11.4,56.6,3.9,0.7,7.0,70.7,1
CA,Dunsmuir,24770.0,88.3,24.5,87.5,1.9,1.0,0.9,10.1,2
CA,El Cajon,45925.0,80.4,24.2,69.3,6.3,0.8,3.6,28.2,2
CA,Elk Grove,79487.0,90.5,10.4,46.1,11.2,0.6,26.3,18.0,1
CA,El Monte,38085.0,57.8,24.9,38.8,0.8,1.0,25.1,69.0,2
CA,Emeryville,77806.0,96.9,11.9,44.5,17.5,0.4,27.5,9.2,1
CA,Encinitas,95149.0,94.4,8.1,85.8,0.6,0.5,3.9,13.7,1
CA,Escondido,50899.0,73.6,18.7,60.4,2.5,1.0,6.1,48.9,1
CA,Eureka,37094.0,86.5,24.5,79.3,1.9,3.7,4.2,11.6,1
CA,Fairfield,67364.0,85.6,13.2,46.0,15.7,0.8,14.9,27.3,1
CA,Fair Oaks,73115.0,94.3,11.9,85.7,2.4,0.8,4.2,9.6,2
CA,Fontana,64824.0,72.5,16.1,47.4,10.0,1.0,6.6,66.8,3
CA,Fountain Valley,82367.0,90.2,8.1,56.5,0.9,0.4,33.3,13.1,1
CA,Fremont,105355.0,92.3,6.1,32.8,3.3,0.5,50.6,14.8,3
CA,Fresno,41531.0,75.2,29.8,49.6,8.3,1.7,12.6,46.9,11
CA,Fullerton,65974.0,86.6,16.8,53.9,2.3,0.6,22.8,34.4,1
CA,Gardena,47674.0,81.8,15.0,24.6,24.4,0.6,26.2,37.7,1
CA,Gilroy,83027.0,77.0,15.1,58.7,1.9,1.7,7.1,57.8,1
CA,Glendale,52574.0,84.4,14.6,71.1,1.3,0.3,16.4,17.4,1
CA,Grass Valley,33700.0,88.7,28.4,89.4,0.4,1.6,1.5,10.4,1
CA,Grover Beach,54228.0,85.9,13.8,75.7,1.1,1.4,4.1,29.2,1
CA,Hacienda Heights,78039.0,85.8,7.9,40.5,1.4,0.6,37.1,45.5,1
CA,Hawaiian Gardens,37571.0,58.8,30.7,45.4,3.8,1.2,10.6,77.2,1
CA,Hawthorne,44504.0,73.8,20.1,32.8,27.7,0.7,6.7,52.9,1
CA,Hayward,65096.0,80.1,13.4,34.2,11.9,1.0,22.0,40.7,2
CA,Hemet,33989.0,79.5,26.0,67.7,6.4,1.6,3.0,35.8,6
CA,Hesperia,44874.0,77.2,24.8,61.1,5.8,1.2,2.1,48.9,1
CA,Highgrove,43021.0,69.0,31.9,52.8,4.1,1.0,2.8,65.3,1
CA,Highland,53851.0,75.0,20.7,52.4,11.1,1.0,7.4,48.1,1
CA,Huntington Beach,83252.0,92.4,9.4,76.7,1.0,0.5,11.1,17.1,1
CA,Huntington Park,34887.0,41.4,29.6,51.2,0.8,1.3,0.7,97.1,1
CA,Indio,50525.0,73.7,19.5,61.5,2.4,1.0,2.2,67.8,3
CA,Inglewood,42044.0,72.5,22.4,23.3,43.9,0.7,1.4,50.6,2
CA,Inyokern,67994.0,94.5,1.9,84.6,1.3,2.2,2.3,10.6,1
CA,Irvine,92278.0,96.3,12.3,50.5,1.8,0.2,39.2,9.2,1
CA,Ladera Heights,102281.0,97.2,6.8,15.1,73.7,0.3,3.6,5.5,1
CA,Lake Elsinore,61248.0,76.9,14.6,60.0,5.3,0.9,5.8,48.4,2
CA,Lakewood,79193.0,87.9,7.9,56.0,8.7,0.7,16.4,30.1,1
CA,La Mirada,79330.0,88.8,7.5,60.7,2.3,0.8,17.8,39.7,1
CA,Lancaster,47225.0,81.4,23.5,49.6,20.5,1.0,4.3,38.0,2
CA,La Quinta,71091.0,89.6,9.6,78.7,1.9,0.6,3.1,30.3,1
CA,Lemoore,49623.0,84.6,15.6,56.8,6.4,1.4,8.2,40.0,1
CA,Lincoln,72399.0,93.0,9.1,79.6,1.5,0.9,6.2,17.7,1
CA,Lodi,49316.0,80.4,17.4,68.7,0.8,0.9,6.9,36.4,1
CA,Lompoc,44866.0,74.7,21.3,61.2,5.7,1.8,3.8,50.8,1
CA,Long Beach,52783.0,79.4,20.6,46.1,13.5,0.7,12.9,40.8,11
CA,Los Angeles,50205.0,75.5,22.1,49.8,9.6,0.7,11.3,48.5,39
CA,Lynwood,43109.0,52.8,25.3,39.3,10.3,0.7,0.7,86.6,1
CA,Madera,40457.0,58.2,27.6,49.9,3.4,3.1,2.2,76.7,1
CA,Marina,54193.0,83.1,15.3,45.2,7.5,0.7,19.9,27.2,1
CA,Maywood,35582.0,41.2,30.1,52.0,0.6,0.8,0.3,97.4,1
CA,Meadow Vista,77228.0,94.1,5.4,93.8,0.0,0.7,1.1,5.3,1
CA,Merced,37627.0,74.5,31.9,52.2,6.3,1.5,11.8,49.6,1
CA,Modesto,48577.0,81.2,20.5,65.0,4.2,1.2,6.7,35.5,5
CA,Montclair,49366.0,70.1,16.9,52.7,5.2,1.2,9.3,70.2,1
CA,Montebello,45875.0,71.7,14.0,53.8,0.9,1.0,11.0,79.3,1
CA,Monterey,66166.0,94.3,9.1,78.3,2.8,0.5,7.9,13.7,1
CA,Moreno Valley,54590.0,75.2,19.3,41.9,18.0,0.9,6.1,54.4,2
CA,Napa,68038.0,80.9,9.5,75.1,0.6,0.8,2.3,37.6,3
CA,Needles,30443.0,82.1,27.7,75.7,2.0,8.2,0.7,22.4,1
CA,Newark,86757.0,87.7,7.9,41.3,4.7,0.7,27.2,35.2,2
CA,Newman,50225.0,76.0,19.8,66.6,2.3,1.0,1.9,61.6,1
CA,Newport Beach,113071.0,97.7,7.1,87.3,0.7,0.3,7.0,7.2,1
CA,Norwalk,59756.0,73.5,14.3,49.4,4.4,1.1,12.0,70.1,1
CA,Oakland,54618.0,80.4,20.4,34.5,28.0,0.8,16.8,25.4,7
CA,Olivehurst,44065.0,69.6,18.8,62.5,2.4,2.9,5.7,36.6,1
CA,Ontario,54114.0,70.6,18.1,51.0,6.4,1.0,5.2,69.0,4
CA,Orange,78513.0,84.2,13.2,67.1,1.6,0.7,11.3,38.1,2
CA,Oxnard,60621.0,65.6,16.6,48.2,2.9,1.5,7.4,73.5,1
CA,Palmdale,52392.0,74.2,21.3,49.0,14.8,0.9,4.3,54.4,2
CA,Palm Springs,44075.0,87.5,18.9,75.7,4.4,1.0,4.4,25.3,1
CA,Palo Alto,136519.0,97.4,5.4,64.2,1.9,0.2,27.1,6.2,1
CA,Pico Rivera,55752.0,68.2,13.7,59.4,1.0,1.4,2.6,91.2,1
CA,Pleasanton,124759.0,95.2,4.4,67.0,1.7,0.3,23.2,10.3,2
CA,Pomona,49186.0,67.5,22.1,48.0,7.3,1.2,8.5,70.5,1
CA,Porterville,38456.0,66.9,30.9,58.8,1.2,1.9,4.7,61.9,1
CA,Poway,95815.0,93.0,6.0,76.9,1.6,0.6,10.2,15.7,1
CA,Rancho Cordova,52530.0,89.3,17.2,60.4,10.1,1.0,12.1,19.7,2
CA,Rancho Santa Margarita,105328.0,95.2,4.0,78.2,1.9,0.4,9.1,18.6,1
CA,Redding,43341.0,90.6,18.8,85.8,1.2,2.3,3.4,8.7,2
CA,Redlands,65212.0,90.4,14.3,69.0,5.2,0.9,7.6,30.3,1
CA,Rialto,50971.0,67.4,19.7,44.0,16.4,1.1,2.3,67.6,2
CA,Ripon,80734.0,90.6,9.8,79.7,1.5,0.9,4.2,22.2,2
CA,Riverside,57196.0,78.5,18.8,56.5,7.0,1.1,7.4,49.0,1
CA,Rocklin,80177.0,95.8,8.6,82.6,1.5,0.7,7.2,11.5,1
CA,Rosemead,44906.0,66.2,19.3,21.1,0.5,0.7,60.7,33.8,1
CA,Sacramento,50739.0,83.4,22.0,45.0,14.6,1.1,18.3,26.9,5
